"","Date","rate"
"3070","1962-03-22",-14.5000511402549
"3071","1962-03-23",-9.66945052489841
"3072","1962-03-26",-11.8152864874842
"3073","1962-03-27",-10.6459963429202
"3074","1962-03-28",-15.5113155058082
"3075","1962-03-29",-10.0503381619417
"3076","1962-03-30",-11.9136887791915
"3077","1962-04-02",-9.63852821472987
"3078","1962-04-03",-10.7415666746745
"3079","1962-04-04",-10.1883480042019
"3080","1962-04-05",-13.7838942423289
"3081","1962-04-06",-9.73333391853114
"3082","1962-04-09",-11.2207010011707
"3083","1962-04-10",-12.2497384616079
"3084","1962-04-11",-9.79771940589343
"3086","1962-04-13",-10.8439910702024
"3087","1962-04-16",-10.8351348490893
"3088","1962-04-17",-10.4246037019368
"3089","1962-04-18",-10.7258155913606
"3090","1962-04-19",-14.0832148224077
"3091","1962-04-23",-13.7730632558766
"3092","1962-04-24",-9.02786338189349
"3093","1962-04-25",-9.26151073862959
"3094","1962-04-26",-8.98624145384439
"3095","1962-04-27",-8.2718326346934
"3096","1962-04-30",-9.90920742102235
"3097","1962-05-01",-10.8459395751203
"3098","1962-05-02",-9.61137494532275
"3099","1962-05-03",-10.8710477329093
"3100","1962-05-04",-11.4148153341387
"3101","1962-05-07",-8.70495557390667
"3102","1962-05-08",-8.54262856948122
"3103","1962-05-09",-9.06799633531116
"3104","1962-05-10",-8.47105088760555
"3105","1962-05-11",-9.87216059682325
"3106","1962-05-14",-7.94152981944555
"3107","1962-05-15",-16.1504542782674
"3108","1962-05-16",-10.4838227952907
"3109","1962-05-17",-12.7301272959367
"3110","1962-05-18",-11.2514851818181
"3111","1962-05-21",-7.85862534793021
"3112","1962-05-22",-7.85117983592664
"3113","1962-05-23",-9.65204268304782
"3114","1962-05-24",-7.92972930378048
"3115","1962-05-25",-5.41341130789093
"3116","1962-05-28",-6.13718569325073
"3117","1962-05-29",-7.24713423836429
"3118","1962-05-31",-10.94890636205
"3119","1962-06-01",-6.67453812950958
"3120","1962-06-04",-10.5034994614634
"3121","1962-06-05",-8.50290751384899
"3122","1962-06-06",-17.3440297122959
"3123","1962-06-07",-14.1261363956695
"3124","1962-06-08",-9.0604111546459
"3125","1962-06-11",-7.33058529762436
"3126","1962-06-12",-8.411516299186
"3127","1962-06-13",-7.71876196269179
"3128","1962-06-14",-7.10078539838566
"3129","1962-06-15",-11.8410508809503
"3130","1962-06-18",-11.2602619407625
"3131","1962-06-19",-8.58307542801994
"3132","1962-06-20",-7.6587453575863
"3133","1962-06-21",-8.15134632595599
"3134","1962-06-22",-10.8678323895391
"3135","1962-06-25",-12.000146980313
"3136","1962-06-26",-10.4607030516889
"3137","1962-06-27",-6.73877626294271
"3138","1962-06-28",-10.1507152437395
"3139","1962-06-29",-7.79683290494376
"3140","1962-07-02",-8.96976490143033
"3141","1962-07-03",-10.3470021498698
"3142","1962-07-05",-8.97198959862195
"3143","1962-07-06",-9.99192833124873
"3144","1962-07-09",-8.93181004810553
"3145","1962-07-10",-9.36286815019696
"3146","1962-07-11",-10.5195062134753
"3147","1962-07-12",-11.3408260270333
"3149","1962-07-16",-8.01742937089208
"3150","1962-07-17",-9.16782951431295
"3151","1962-07-18",-11.0861162875593
"3152","1962-07-19",-9.94884903541151
"3153","1962-07-20",-17.2893651803138
"3154","1962-07-23",-9.72104281131233
"3155","1962-07-24",-12.668729595935
"3156","1962-07-25",-10.4094243216308
"3157","1962-07-26",-9.76595152379694
"3158","1962-07-27",-9.01717557632901
"3159","1962-07-30",-9.94760687728186
"3160","1962-07-31",-9.59673972185847
"3161","1962-08-01",-11.0515986389217
"3162","1962-08-02",-12.0524362454979
"3163","1962-08-03",-10.1135295950931
"3164","1962-08-06",-9.9954689067324
"3165","1962-08-07",-11.892974397622
"3166","1962-08-08",-13.7306723898628
"3167","1962-08-09",-15.9299492107318
"3168","1962-08-10",-13.1567155248249
"3169","1962-08-13",-9.06416139329636
"3170","1962-08-14",-9.91268442345921
"3171","1962-08-15",-15.9674621404554
"3172","1962-08-16",-10.1313440331508
"3173","1962-08-17",-10.1987107138691
"3174","1962-08-20",-10.9401667851179
"3175","1962-08-21",-8.99016940737372
"3176","1962-08-22",-13.2328495694972
"3177","1962-08-23",-12.4192078134342
"3178","1962-08-24",-15.1875557663464
"3179","1962-08-27",-8.72251151258572
"3180","1962-08-28",-12.2283698513446
"3181","1962-08-29",-15.967562137954
"3182","1962-08-30",-9.78616355614894
"3183","1962-08-31",-9.31878265282617
"3184","1962-09-04",-9.78205578671035
"3185","1962-09-05",-10.9792356876757
"3186","1962-09-06",-15.9573074924355
"3187","1962-09-07",-13.4524668389757
"3188","1962-09-10",-12.0685834085644
"3189","1962-09-11",-10.9137167893531
"3190","1962-09-12",-12.0818837899774
"3191","1962-09-13",-11.4663629541254
"3192","1962-09-14",-11.4727733948966
"3193","1962-09-17",-14.1491295337387
"3194","1962-09-18",-13.2075988338657
"3195","1962-09-19",-9.93657552646136
"3196","1962-09-20",-8.4644537498109
"3197","1962-09-21",-7.99363361921005
"3198","1962-09-24",-10.2904151658604
"3199","1962-09-25",-8.50614796914751
"3200","1962-09-26",-9.991210959842
"3201","1962-09-27",-9.42876654192279
"3202","1962-09-28",-8.55725091369907
