"","x"
"1",-9.98086512316691
"2",-7.97797344849121
"3",-10.4596406178356
"4",-10.1818519891824
"5",-9.32841284055728
"6",-13.3501725795691
"7",-10.3894367425917
"8",-12.6907713555624
"9",-11.3079978560217
"10",-13.8204542192358
"11",-9.37325658901123
"12",-12.2189888329919
"13",-11.2017493379761
"14",-10.5362166997352
"15",-14.4381077172743
"16",-10.4548936501413
"17",-15.2398390470193
"18",-10.271123333707
"19",-11.0937698916599
"20",-8.82268532946041
"21",-6.66296895361611
"22",-8.55241276438309
"23",-13.1296908488914
"24",-11.9201171574548
"25",-8.8574353404457
"26",-16.697475785474
"27",-11.2814220108892
"28",-13.9319984691767
"29",-10.1865333078241
"30",-11.5605062744239
"31",-9.26946285451397
"32",-9.54888245232698
"33",-8.99033858154754
"34",-12.149732310894
"35",-10.9788380519403
"36",-10.2516029054275
"37",-15.3695678870449
"38",-8.6017066892601
"39",-12.124331950561
"40",-13.1505831476862
"41",-8.15600613266277
"42",-10.7112849135489
"43",-10.2744184592991
"44",-8.6496803958146
"45",-16.6741393145748
"46",-9.34614210705803
"47",-12.5330274886954
"48",-13.9230159225678
"49",-9.82580335860101
"50",-13.9063631321751
"51",-13.0973265172862
"52",-10.8973024956972
"53",-13.9140430405698
"54",-8.59862797386706
"55",-13.1281144309997
"56",-10.8256614483466
"57",-10.8345069933918
"58",-14.5348509587011
"59",-13.9582405042074
"60",-10.2128076537053
"61",-10.8522277901601
"62",-10.4788965053687
"63",-10.2442384281101
"64",-16.7717459935382
"65",-14.5744651510557
"66",-16.7736577283729
"67",-9.97131857048374
"68",-8.56558963665574
"69",-10.9258470691443
"70",-10.4670966192979
"71",-9.75980221218559
"72",-12.9358410587319
"73",-14.6336059409808
"74",-10.313257152602
"75",-10.4847996335573
"76",-5.43061717093588
"77",-7.56509433507578
"78",-8.17862098022547
"79",-10.1283378815218
"80",-9.61303933362789
"81",-7.22230054611623
"82",-9.71587497268529
"83",-11.0579007209135
"84",-9.9976769695247
"85",-9.78726645368431
"86",-7.07932644012065
"87",-9.53407505766518
"88",-8.07436946996884
"89",-11.5327767502121
"90",-10.9900157766144
"91",-11.5183350108766
"92",-9.85206368836719
"93",-9.19361349250576
"94",-8.78652273001818
"95",-9.78210753424701
"96",-10.0641482925026
"97",-9.6627358312134
"98",-13.4806058977692
"99",-14.5046469938315
"100",-14.5060635444918
"101",-13.1182526318777
"102",-12.8071769201986
"103",-7.72499539151318
"104",-8.19054854534371
"105",-10.8879910485202
"106",-9.12824787152898
"107",-12.0104659694927
"108",-8.90869079107959
"109",-7.30995931210018
"110",-10.8938957313994
"111",-10.0743446818133
"112",-9.93223448289902
"113",-13.6308813359583
"114",-9.9160507315654
"115",-9.26504462752727
"116",-13.2692333826675
"117",-14.0827733719589
"118",-10.0512734060252
"119",-11.0597398589595
"120",-13.6294048717642
"121",-11.3010270036609
"122",-12.4446892601244
"123",-10.3269174161887
"124",-11.4384099428469
"125",-10.256280436078
"126",-12.9679899995489
"127",-9.16253532647243
"128",-14.6448207899272
"129",-9.56838847462383
"130",-16.8269740553814
"131",-12.9345099882589
