"","Date","rate"
"14700","2008-06-05",6.95469677765219
"14701","2008-06-06",14.2776391877847
"14702","2008-06-09",12.0330954024543
"14703","2008-06-10",8.16155283334177
"14704","2008-06-11",11.4400073425232
"14705","2008-06-12",8.39325147974388
"14706","2008-06-13",18.8453285052998
"14707","2008-06-16",9.99011461981241
"14708","2008-06-17",9.26882232140097
"14709","2008-06-18",11.1707597123046
"14710","2008-06-19",7.97534141149194
"14711","2008-06-20",19.6876988141181
"14712","2008-06-23",11.7456987012555
"14713","2008-06-24",10.2848824231323
"14714","2008-06-25",7.05588818572665
"14715","2008-06-26",11.1894460036979
"14716","2008-06-27",13.3418517428506
"14717","2008-06-30",11.1266689809752
"14718","2008-07-01",8.01226960656934
"14719","2008-07-02",13.6359724804709
"14720","2008-07-03",9.56251821410571
"14721","2008-07-07",8.13965339592972
"14722","2008-07-08",7.56408069656628
"14723","2008-07-09",9.92662040627479
"14724","2008-07-10",9.00343306546219
"14725","2008-07-11",9.41488005172092
"14726","2008-07-14",9.03775427699231
"14727","2008-07-15",7.3726818439667
"14728","2008-07-16",8.84360509218365
"14729","2008-07-17",16.3209443712642
"14730","2008-07-18",15.0499793038867
"14731","2008-07-21",8.61130731177862
"14732","2008-07-22",11.0110930538695
"14733","2008-07-23",7.5337319324036
"14734","2008-07-24",10.96087390678
"14735","2008-07-25",7.96955685220102
"14736","2008-07-28",7.51380201587315
"14737","2008-07-29",8.18805023185938
"14738","2008-07-30",8.6636163567465
"14739","2008-07-31",10.3777084367994
"14740","2008-08-01",9.42861197250502
"14741","2008-08-04",7.10041074470612
"14742","2008-08-05",11.3949951136572
"14743","2008-08-06",8.04214303971295
"14744","2008-08-07",7.46835333261224
"14745","2008-08-08",9.94012028204346
"14746","2008-08-11",8.83727002688559
"14747","2008-08-12",11.6753159480843
"14748","2008-08-13",10.3981021644505
"14749","2008-08-14",11.0053109272747
"14750","2008-08-15",8.38641128025867
"14751","2008-08-18",9.3522793349845
"14752","2008-08-19",10.1672728311169
"14753","2008-08-20",11.9869616517281
"14754","2008-08-21",8.96013098032732
"14755","2008-08-22",7.86185779023607
"14756","2008-08-25",11.2062247389465
"14757","2008-08-26",9.66096877481118
"14758","2008-08-27",8.42083861916868
"14759","2008-08-28",8.5772670534515
"14760","2008-08-29",10.9971914859704
"14761","2008-09-02",12.3944413875413
"14762","2008-09-03",7.01831873736504
"14763","2008-09-04",10.8383660034107
"14764","2008-09-05",7.7736696609811
"14765","2008-09-08",6.7546784646165
"14766","2008-09-09",10.182794316116
"14767","2008-09-10",8.56524929691325
"14768","2008-09-11",12.311231844795
"14769","2008-09-12",6.10944084656299
"14770","2008-09-15",8.08844905471814
"14771","2008-09-16",6.10923676335449
"14772","2008-09-17",6.27727669056422
"14773","2008-09-18",6.42496447439421
"14774","2008-09-19",6.52792422400652
"14775","2008-09-22",8.31678932155699
"14776","2008-09-23",12.4516130564378
"14777","2008-09-24",7.85869394608973
"14778","2008-09-25",11.3783222210082
"14779","2008-09-26",4.85929746426263
"14780","2008-09-29",5.83108363805932
"14781","2008-09-30",10.7879003921131
"14782","2008-10-01",6.42326461661844
"14783","2008-10-02",8.60916502885266
"14784","2008-10-03",6.51326751282521
"14785","2008-10-06",5.71560169456659
"14786","2008-10-07",8.96012541002471
"14787","2008-10-08",5.14965145944453
"14788","2008-10-09",8.88622360382595
"14789","2008-10-10",4.31177504415216
"14790","2008-10-13",10.4717607408041
"14791","2008-10-14",4.80813343468451
"14792","2008-10-15",6.31615177373908
"14793","2008-10-16",10.1622787831708
"14794","2008-10-17",6.08628081320094
"14795","2008-10-20",6.9604999415984
"14796","2008-10-21",5.59335401006539
"14797","2008-10-22",8.74272082158691
"14798","2008-10-23",6.73294275995365
"14799","2008-10-24",6.89882085634546
"14800","2008-10-27",4.45328508627027
"14801","2008-10-28",9.00539377422666
"14802","2008-10-29",7.31445510868006
"14803","2008-10-30",8.35127436041976
"14804","2008-10-31",11.9598273163274
"14805","2008-11-03",6.39687996222482
"14806","2008-11-04",5.88714940897398
"14807","2008-11-05",5.98093304963692
"14808","2008-11-06",7.09096907106075
"14809","2008-11-07",8.7396961271768
"14810","2008-11-10",7.62973127406075
"14811","2008-11-11",5.91710797431707
"14812","2008-11-12",5.34114158990798
"14813","2008-11-13",6.35454998847818
"14814","2008-11-14",7.31395426154947
"14815","2008-11-17",9.24293005250273
"14816","2008-11-18",5.58866847640267
"14817","2008-11-19",5.40245909305054
"14818","2008-11-20",5.5213960788078
"14819","2008-11-21",5.475291775154
"14820","2008-11-24",10.0563433438674
"14821","2008-11-25",6.68615201939306
"14822","2008-11-26",9.28302294022875
"14823","2008-11-28",4.83161411712785
"14824","2008-12-01",6.44072029914694
"14825","2008-12-02",7.31196033715969
"14826","2008-12-03",7.05976042070538
"14827","2008-12-04",6.62091799380434
"14828","2008-12-05",6.52005465996189
"14829","2008-12-08",7.53432703864623
"14830","2008-12-09",8.86341096347589
"14831","2008-12-10",7.11401564378938
"14832","2008-12-11",9.915588203078
"14833","2008-12-12",8.73456296376493
"14834","2008-12-15",5.93778090783357
"14835","2008-12-16",9.29347191848537
"14836","2008-12-17",7.71103170558678
"14837","2008-12-18",11.6608035953845
"14838","2008-12-19",8.00148739116221
"14839","2008-12-22",9.26766148195204
"14840","2008-12-23",10.3063078244695
"14841","2008-12-24",10.4590101216027
"14842","2008-12-26",11.1076584639725
"14843","2008-12-29",7.4257613238233
"14844","2008-12-30",8.51490272363652
"14845","2008-12-31",6.90868570848211
"14846","2009-01-02",10.7338957173208
"14847","2009-01-05",9.70287485748961
"14848","2009-01-06",7.01247486173151
"14849","2009-01-07",11.3696824068039
"14850","2009-01-08",7.69781203468714
"14851","2009-01-09",7.58278826090098
"14852","2009-01-12",12.6870904178286
"14853","2009-01-13",6.79481668578677
"14854","2009-01-14",13.2463837167462
"14855","2009-01-15",9.76935099471443
"14856","2009-01-16",5.88187836167948
"14857","2009-01-20",6.27039125317383
"14858","2009-01-21",8.37788337639761
"14859","2009-01-22",10.451004628895
"14860","2009-01-23",10.386757468887
"14861","2009-01-26",9.0332963613981
"14862","2009-01-27",6.78898337868737
"14863","2009-01-28",6.81522551508989
"14864","2009-01-29",7.5629427725499
"14865","2009-01-30",15.0748464489643
"14866","2009-02-02",8.29119288038919
"14867","2009-02-03",9.78850352327547
"14868","2009-02-04",8.22513962771676
"14869","2009-02-05",7.23155373030103
"14870","2009-02-06",13.0244204839907
"14871","2009-02-09",6.02692910309069
"14872","2009-02-10",9.66792157024649
"14873","2009-02-11",12.7086995178008
"14874","2009-02-12",9.21080140284993
"14875","2009-02-13",6.17749209768797
"14876","2009-02-17",13.9173276223164
"14877","2009-02-18",8.84169721836555
"14878","2009-02-19",8.94601079864285
"14879","2009-02-20",6.72208833776512
"14880","2009-02-23",6.43259254748546
"14881","2009-02-24",9.08292182490135
"14882","2009-02-25",8.29804304528982
"14883","2009-02-26",7.49603609619455
"14884","2009-02-27",6.13144411587839
"14885","2009-03-02",10.1008012268717
"14886","2009-03-03",7.48008670165092
"14887","2009-03-04",6.31498255388198
"14888","2009-03-05",13.4242897266828
"14889","2009-03-06",9.2056118650273
"14890","2009-03-09",5.50830273376209
"14891","2009-03-10",12.0267530921023
"14892","2009-03-11",6.40164791493616
"14893","2009-03-12",9.72295829362309
"14894","2009-03-13",11.3009052733399
"14895","2009-03-16",6.8753115585255
"14896","2009-03-17",7.74004107329932
"14897","2009-03-18",8.68882007182045
"14898","2009-03-19",7.84723997494416
"14899","2009-03-20",5.29699210259101
"14900","2009-03-23",7.78296159564929
"14901","2009-03-24",9.28649797148532
"14902","2009-03-25",7.51685640338133
"14903","2009-03-26",7.7927403867108
"14904","2009-03-27",6.71520115960805
"14905","2009-03-30",8.6657698423251
"14906","2009-03-31",8.20193977341256
"14907","2009-04-01",7.09982773661982
"14908","2009-04-02",9.26471880332528
"14909","2009-04-03",9.57521519037999
"14910","2009-04-06",7.47156130645815
"14911","2009-04-07",8.8821201108783
"14912","2009-04-08",6.53753717022329
"14913","2009-04-09",11.9564109858559
"14914","2009-04-13",7.81760728107375
"14915","2009-04-14",8.7562258494934
