"","x"
"1",-7.10426794519969
"2",-9.24901432518998
"3",-10.6155776145299
"4",-11.4505797963496
"5",-6.80584045151341
"6",-8.99548720180229
"7",-11.8364327880218
"8",-9.52925683798141
"9",-9.03944356607964
"10",-8.40521130743833
"11",-7.6733148246613
"12",-11.0895244430482
"13",-8.22587572126387
"14",-10.2638452694386
"15",-9.54787711428074
"16",-7.76493654036411
"17",-8.04563333607319
"18",-9.34675264043012
"19",-7.62455858763766
"20",-9.33001245731093
"21",-8.77340751481164
"22",-9.8357640127971
"23",-7.72126389444734
"24",-10.8396127250636
"25",-7.90820795708124
"26",-7.9978598666709
"27",-8.75926679125214
"28",-11.9563533345157
"29",-6.86897923165613
"30",-13.2899277121296
"31",-7.83831022488158
"32",-7.8607028225628
"33",-10.0661211225727
"34",-10.02007739405
"35",-9.36107933583272
"36",-10.0457081496145
"37",-11.4710128478933
"38",-9.78153094703577
"39",-8.24422991015583
"40",-14.3944746958296
"41",-10.3809565836905
"42",-9.28155622757389
"43",-8.43865668775222
"44",-9.99253143032524
"45",-12.2803178365378
"46",-8.0104557605695
"47",-9.82114106899462
"48",-9.29315954158215
"49",-11.4454489735817
"50",-11.6562168049
"51",-9.52506013814675
"52",-9.54360931072105
"53",-9.15687962931564
"54",-8.28763949604669
"55",-9.86212944602309
"56",-8.36493297932742
"57",-12.2224031991613
"58",-11.2734011763247
"59",-9.62430821789941
"60",-12.4738646771844
"61",-9.32286905529269
"62",-15.9863532341119
"63",-9.00358223117794
"64",-9.68526534876413
"65",-9.38063414817998
"66",-9.15438871756181
"67",-9.06722550270361
"68",-9.93741491526896
"69",-8.40548914254106
"70",-12.5026990460457
"71",-7.77380152873045
"72",-9.73182857888786
"73",-10.5645018022629
"74",-15.563890703009
"75",-9.28496077409057
"76",-9.88433259299822
"77",-8.98306357309487
"78",-12.1045517483242
"79",-10.0122431764268
"80",-9.51937138599064
"81",-9.67244641827294
"82",-8.62526101888159
"83",-10.6865318699436
"84",-11.562140293994
"85",-9.02690558987083
"86",-11.6808536296627
"87",-10.5174031643254
"88",-14.0255751464449
"89",-10.5054768968152
"90",-12.934007866172
"91",-13.3962211725883
"92",-10.5682231389067
"93",-11.7513017440337
"94",-10.6775149450887
"95",-9.20181487542972
"96",-12.3935561600241
"97",-9.42060352687297
"98",-9.24256012887186
"99",-9.95957302529549
"100",-10.4684006381957
"101",-11.3064547835796
"102",-10.6445511908341
"103",-12.4590847335748
"104",-11.8137102416895
"105",-9.17669411163179
"106",-8.46290787350034
"107",-9.08361318416752
"108",-10.2780325396276
"109",-12.9034539015973
"110",-16.7741795418239
"111",-10.0146944531656
"112",-9.60385161942201
"113",-15.4194808132097
"114",-7.61215574816647
"115",-8.4080527462787
"116",-17.0856607708324
"117",-9.98091695841357
"118",-10.4023328084373
"119",-13.1909185827081
"120",-7.92657994610039
"121",-10.6209090733236
"122",-9.07391848161457
"123",-8.24902219644352
"124",-7.33741275857369
"125",-6.79950851809586
"126",-16.0484436290596
"127",-8.04230946102483
"128",-10.2972062597263
"129",-6.71953793772172
"130",-10.2713845088686
"131",-14.2044972160312
