"","x"
"1",-8.94748368712067
"2",-10.7001586022133
"3",-11.6496389393981
"4",-10.2692425477546
"5",-11.6673209242288
"6",-11.2968078739201
"7",-7.89431224329823
"8",-10.4538814074116
"9",-11.6187259410333
"10",-9.56540823721708
"11",-14.8600284057472
"12",-13.4726473269533
"13",-12.6642563740873
"14",-13.478673254714
"15",-11.2838474754873
"16",-9.8903984295743
"17",-14.8459425020991
"18",-10.4502982473012
"19",-8.86401313395781
"20",-12.6819607087082
"21",-9.10188603526061
"22",-11.3200922015442
"23",-12.713439177482
"24",-10.5196150235723
"25",-13.5172501144358
"26",-11.0094440360601
"27",-12.136801292854
"28",-9.12405027557473
"29",-10.9920216123919
"30",-9.33041279886432
"31",-11.6754208947319
"32",-12.7028680130023
"33",-12.1241290001804
"34",-11.0094440360601
"35",-11.3258544104571
"36",-13.5160888952116
"37",-14.9048049024475
"38",-11.3200922015442
"39",-12.713439177482
"40",-9.94426754540486
"41",-14.9001592558939
"42",-9.9291661609392
"43",-13.498691084469
"44",-12.6900361233395
"45",-9.76095189997724
"46",-8.91449011184795
"47",-12.1564810622716
"48",-12.1610602284225
"49",-14.9290197838857
"50",-14.9278733236165
"51",-10.3238895982982
"52",-14.9404481578398
"53",-10.3364172485068
"54",-11.0382879181001
"55",-10.5437187292602
"56",-9.64973009316174
"57",-14.9121532993822
"58",-8.5544894263445
"59",-13.5520735328131
"60",-10.7815650744801
"61",-9.53341718265949
"62",-11.0746972181556
"63",-10.3691772024394
"64",-9.07422291919807
"65",-12.2118674751054
"66",-13.6024660714431
"67",-10.8277513030061
"68",-9.56157873091681
"69",-13.6083202062135
"70",-10.0268349978907
"71",-12.7861330376519
"72",-9.85675105611716
"73",-11.0802849376157
"74",-10.3590476612161
"75",-10.3703374492669
"76",-8.47044131032275
"77",-10.2196258642405
"78",-9.45810408176253
"79",-9.60477404392937
"80",-10.399242897993
"81",-11.7964642214021
"82",-13.6344667541362
"83",-10.2272406787988
"84",-10.8521014661151
"85",-9.2390114954373
"86",-10.8805268334895
"87",-12.2755041087974
"88",-10.0825277527605
"89",-10.9063641542179
"90",-10.2608911697186
"91",-13.6823621945341
"92",-13.6799233633006
"93",-11.8453404626153
"94",-11.4859396032259
"95",-15.0757254360321
"96",-13.688465714553
"97",-9.18810162064558
"98",-8.392261655934
"99",-11.8676307630106
"100",-9.00280095080399
"101",-10.1440710733593
"102",-9.8482865254857
"103",-9.72478610191033
"104",-8.53368876143511
"105",-11.8782361334715
"106",-12.3192975808037
"107",-11.8772220099722
"108",-10.6963303445511
"109",-9.41481636920184
"110",-9.55404088582952
"111",-13.7295955584415
"112",-5.84444694657223
"113",-9.01179447912007
"114",-8.98958425703845
"115",-6.59388378742111
"116",-8.49012167388034
"117",-11.7373836781095
"118",-9.28425167164235
"119",-10.3646702683948
"120",-8.62495114342555
"121",-10.7951938612797
"122",-8.35332775746646
"123",-7.3007436431535
"124",-9.08067076785324
"125",-9.05921645136356
"126",-8.97252579902461
"127",-7.56359410954943
"128",-8.08140524225676
"129",-8.48092625591157
"130",-13.5608799719442
