"","x"
"1",-8.1628114590759
"2",-5.83465080259543
"3",-10.9219726179896
"4",-9.25239178606368
"5",-7.04173625805147
"6",-7.53737875932278
"7",-6.74545044735082
"8",-7.01855238724092
"9",-7.8230442654328
"10",-6.83939204677391
"11",-11.3031282612475
"12",-10.4700573868239
"13",-7.66318117464868
"14",-6.4354022244811
"15",-8.92055974616243
"16",-12.8868495861111
"17",-7.49201190804329
"18",-8.54338257568622
"19",-8.72817303078349
"20",-8.53003798616668
"21",-7.57199492421838
"22",-9.77621037192166
"23",-8.55880340357
"24",-8.02017092616777
"25",-18.9624316097535
"26",-12.5477381261911
"27",-6.36238409191544
"28",-8.089202342084
"29",-8.27655505813405
"30",-8.17272047649461
"31",-9.18790555627882
"32",-9.83116733070011
"33",-17.706330681851
"34",-7.39509359102637
"35",-11.446048246919
"36",-13.0727655811542
"37",-7.85139447655184
"38",-10.742697135198
"39",-7.00881014511967
"40",-12.0195880378965
"41",-8.5621280899447
"42",-8.115897740658
"43",-7.38875019979953
"44",-8.01159089042816
"45",-6.86790302595372
"46",-8.45175227357482
"47",-6.43660250739872
"48",-7.49408438537406
"49",-9.05227709182849
"50",-7.59460883907441
"51",-7.91496888426527
"52",-8.16107524069723
"53",-7.20269485751302
"54",-6.70677425327679
"55",-6.48538216669839
"56",-9.83250722763632
"57",-6.1009877262076
"58",-7.45001435245701
"59",-7.60617603138463
"60",-10.2645562830517
"61",-8.11017867217782
"62",-9.08899210743517
"63",-10.0059472003372
"64",-8.37017783077234
"65",-8.12951334538981
"66",-9.59119055394492
"67",-9.40418681373252
"68",-9.27052436054313
"69",-10.3852578427577
"70",-8.13029965502665
"71",-9.6066787512237
"72",-9.72003206107177
"73",-9.38939386646109
"74",-7.55741221960343
"75",-9.47440565568843
"76",-7.7521280398961
"77",-9.7291171906683
"78",-15.3016192643285
"79",-7.40727869542894
"80",-10.1830608835761
"81",-9.13025100254599
"82",-11.0326440441287
"83",-7.88343849427982
"84",-7.68391154348377
"85",-11.3458833318055
"86",-11.9884111867586
"87",-7.72955867814013
"88",-7.15209369722827
"89",-11.8093418650562
"90",-12.5307013353346
"91",-8.43364678011627
"92",-11.3429246604528
"93",-8.84223665132004
"94",-10.1453926967069
"95",-7.61745293357754
"96",-8.54348909162868
"97",-14.9613039660563
"98",-11.1800271587096
"99",-8.62188057619978
"100",-7.49985851476238
"101",-9.62209812408516
"102",-8.66339536138545
"103",-9.73063142898812
"104",-8.6830454730849
"105",-12.6304989365917
"106",-10.416397091667
"107",-11.5216181910956
"108",-8.26676899674852
"109",-10.7817839538255
"110",-15.2464343549368
"111",-6.81041095897103
"112",-15.2667082709217
"113",-7.59075999363774
"114",-10.0582240435118
"115",-8.525208053855
"116",-7.88639564310642
"117",-13.1250868474886
"118",-10.2895257637491
"119",-8.47746485675076
"120",-11.0719286742414
"121",-8.53496893532873
"122",-8.3078942612811
"123",-9.12567717854562
"124",-9.16610391187441
"125",-7.06488391858992
"126",-8.25045836932161
"127",-8.67786480258873
"128",-9.98786356406004
"129",-7.55767167997653
"130",-8.66565745721839
"131",-10.4430524772112
